Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
8956,"Brown, Corrine",29328,113,2013,FL,5,1,1992,1,71,0,0,27,0,0,1,0,5041,0,0,1,0,0,0,0,1,1,0,11,210,207,100,"BROWN, Corrine",B000911,1946,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,,
8957,"Brownley, Julia",21308,113,2013,CA,26,1,2012,1,52,0,0,53,0,0,0,0,2704,0,0,1,1,0,0,0,1,1,1,1,210,101,100,"BROWNLEY, Julia",B001285,1952,,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16,0,1,0,0,0,1,2,,,
8958,"Buchanan, Vern",20709,113,2013,FL,16,0,2006,0,54,0,0,27,0,0,0,0,2916,1,0,0,0,1,0,0,0,0,0,4,240,215,200,"BUCHANAN, Vernon G.",B001260,1951,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,1,0,1,0,,
8959,"Bucshon, Larry",21132,113,2013,IN,8,0,2010,0,53,0,0,9,0,1,0,0,2809,0,0,0,0,1,0,0,0,0,0,2,240,77,200,"BUCSHON, Larry",B001275,1962,,0,0,0,0,0,11,2,4,3,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,11,3,2,4,1,1,1,2,0,,
8960,"Burgess, Michael",20355,113,2013,TX,26,0,2002,0,68,1,0,36,0,0,0,0,4624,1,0,0,0,1,0,0,0,0,0,6,240,38,200,"BURGESS, Michael C.",B001248,1950,,0,0,0,0,0,29,2,2,2,1,2,1,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,31,3,3,4,1,1,2,3,1,,
8961,"Bustos, Cheri",21329,113,2013,IL,17,1,2012,1,53,0,0,18,0,0,0,0,2809,0,0,0,0,0,0,0,1,1,1,1,210,163,100,"BUSTOS, Cheri",B001286,1961,,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,1,,,
8962,"Butterfield, G.",20340,113,2013,NC,1,1,2004,0,75,0,0,13,0,0,1,0,5625,0,0,0,0,0,0,1,1,1,0,5,210,31,100,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,1,1,1,1,0,8,1,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,2,1,0,2,3,0,,
8963,"Byrne, Bradley",21376,113,2013,AL,1,0,2012,0,71,1,0,7,0,0,0,0,5041,0,0,1,0,1,0,0,0,0,1,1,240,235,200,"BYRNE, Bradley",B001289,1955,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,1,,,
8964,"Calvert, Ken",29323,113,2013,CA,42,0,1992,0,61,0,0,53,0,0,0,0,3721,1,0,0,0,1,0,0,0,0,0,11,240,64,200,"CALVERT, Ken",C000059,1953,,0,0,0,0,0,12,3,2,2,1,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,13,2,4,3,1,1,1,2,1,,
8965,"Camp, Dave",29124,113,2013,MI,4,0,1990,0,63,0,0,14,0,0,0,0,3969,1,0,1,1,1,0,0,0,0,0,12,240,1,200,"CAMP, David Lee",C000071,1953,,0,0,0,0,0,14,1,6,5,2,5,2,4,4,3,8,,,,,,,,,,,,,,,,,,,,,,,,,19,9,3,10,5,1,6,3,11,,
8966,"Campbell, John",20539,113,2013,CA,45,0,2005,0,59,1,0,53,0,1,0,0,3481,0,0,1,1,1,0,0,0,0,0,5,240,126,200,"CAMPBELL, John (of California)",C001064,1955,,0,0,0,0,0,4,2,1,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,1,1,1,2,1,,
8967,"Cantor, Eric",20144,113,2013,VA,7,0,2000,0,59,1,0,11,0,0,0,0,3481,0,0,1,0,1,1,0,0,0,0,7,240,239,200,"CANTOR, Eric",C001046,1963,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,9,,
8967,"Capito, Shelley",20146,113,2013,WV,2,0,2000,1,70,0,0,3,0,1,0,0,4900,0,0,1,0,1,0,0,0,0,0,7,240,123,200,"CAPITO, Shelley Moore",C001047,1953,,0,0,0,0,0,14,3,4,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,14,1,3,4,0,2,1,2,1,,
8968,"Capps, Lois",29774,113,2013,CA,24,1,1998,1,55,0,0,53,0,0,0,0,3025,0,0,0,0,0,0,0,1,1,0,8,210,11,100,"CAPPS, Lois",C001036,1938,,1,0,1,1,1,25,2,2,2,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,27,3,3,4,1,1,3,3,0,,
8969,"Capuano, Michael",29919,113,2013,MA,7,1,1998,0,84,-1,0,9,0,0,0,0,7056,0,0,0,0,0,0,1,1,1,0,8,210,103,100,"CAPUANO, Michael Everett",C001037,1952,,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,1,1,2,0,,
8970,"Cardenas, Tony",21309,113,2013,CA,29,1,2012,0,74,0,0,53,0,0,0,1,5476,0,0,1,1,0,0,0,1,1,1,1,210,122,100,"CÃRDENAS, Tony",C001097,1963,,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,1,2,,,
8971,"Carney, John",21113,113,2013,DE,1,1,2010,0,64,0,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,1,1,0,2,210,53,100,"CARNEY, John C., Jr.",C001083,1956,,0,0,0,0,0,15,0,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,16,1,0,1,0,0,2,3,1,,
8972,"Carson, Andre",20757,113,2013,IN,7,1,2008,0,63,0,0,9,0,0,1,0,3969,0,0,0,0,0,0,0,1,1,0,3,210,140,100,"CARSON, AndrÃ©",C001072,1974,,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,1,0,,
8973,"Carter, John",20356,113,2013,TX,31,0,2002,0,61,0,1,36,0,1,0,0,3721,1,0,0,0,1,0,0,0,0,0,6,240,104,200,"CARTER, John R.",C001051,1941,,0,0,0,0,0,7,0,0,0,0,2,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,2,0,2,1,2,0,,
8974,"Cartwright, Matt",21358,113,2013,PA,17,1,2012,0,61,0,0,18,0,0,0,0,3721,0,0,0,0,0,0,0,1,1,1,1,210,25,100,"CARTWRIGHT, Matt",C001090,1961,,0,0,0,0,0,52,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,52,1,1,1,0,0,3,3,,,
8975,"Cassidy, Bill",20919,113,2013,LA,6,0,2008,0,79,0,0,6,0,0,0,0,6241,0,0,1,0,1,0,0,0,0,0,3,240,50,200,"CASSIDY, Bill",C001075,1957,,0,0,0,0,0,27,3,4,4,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,27,4,3,4,1,1,2,3,0,,
8976,"Castor, Kathy",20708,113,2013,FL,14,1,2006,1,70,0,0,27,0,0,0,0,4900,0,0,0,0,0,0,0,1,1,0,4,210,176,100,"CASTOR, Kathy",C001066,1966,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,1,0,,
8977,"Castro, Joaquin",21362,113,2013,TX,20,1,2012,0,64,0,0,36,0,0,0,1,4096,0,0,1,0,0,0,0,1,1,1,1,210,175,100,"CASTRO, Joaquin",C001091,1974,,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,1,,,
8978,"Chabot, Steve",29550,113,2013,OH,1,0,2010,0,58,1,0,16,0,1,0,0,3364,0,0,0,0,1,0,0,0,0,0,2,240,46,200,"CHABOT, Steve",C000266,1953,,0,0,0,0,0,14,5,5,4,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,14,4,5,5,1,1,2,3,1,,
8979,"Chaffetz, Jason",20949,113,2013,UT,3,0,2008,0,76,1,0,4,0,1,0,0,5776,0,0,0,0,1,0,0,0,0,0,3,240,12,200,"CHAFFETZ, Jason",C001076,1967,,0,0,0,0,0,27,9,8,5,3,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,27,5,9,8,3,1,3,3,4,,
8980,"Christensen, Donna",,113,2013,VI,1,1,1996,1,60,,,1,0,0,1,0,3600,0,0,0,0,0,0,0,,,0,9,210,4,,,C000380,,,1,0,0,0,0,12,1,2,1,0,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,14,2,2,3,1,1,4,3,1,,
8981,"Chu, Judy",20955,113,2013,CA,27,1,2009,1,63,0,0,53,0,0,0,0,3969,0,0,1,1,0,0,0,1,1,1,1,210,170,100,"CHU, Judy",C001080,1953,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,1,0,,
8982,"Cicilline, David",21172,113,2013,RI,1,1,2010,0,53,0,0,2,0,0,0,0,2809,0,0,1,0,0,0,0,1,1,0,2,210,64,100,"CICILLINE, David N.",C001084,1961,,1,0,0,0,0,16,2,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,17,0,2,2,0,0,2,3,0,,
8983,"Clark, Katherine",21375,113,2013,MA,5,1,2012,1,66,0,0,9,0,0,0,0,4356,0,0,1,0,0,0,0,1,1,1,1,210,198,100,"CLARK, Katherine M.",C001101,1963,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,1,,,
8984,"Clarke, Yvette",20733,113,2013,NY,9,1,2006,1,87,-1,0,27,0,0,1,0,7569,0,0,0,0,0,0,0,1,1,0,4,210,90,100,"CLARKE, Yvette Diane",C001067,1964,,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,0,0,1,2,0,,
8985,"Clawson, Curt",21377,113,2013,FL,19,0,2012,0,67,1,-1,27,0,0,0,0,4489,0,0,0,0,1,0,0,0,0,1,1,240,203,200,"CLAWSON, Curt",C001102,1959,,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0,1,0,1,,,
8986,"Clay, Wm.",20147,113,2013,MO,1,1,2000,0,79,0,0,8,0,0,1,0,6241,0,0,1,0,0,0,0,1,1,0,7,210,114,100,"CLAY, William Lacy, Jr.",C001049,1956,,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,1,0,1,1,2,1,,
8987,"Cleaver, Emanuel",20517,113,2013,MO,5,1,2004,0,61,0,0,8,0,0,1,0,3721,0,0,0,0,0,0,0,1,1,0,5,210,116,100,"CLEAVER, Emanuel, II",C001061,1944,,2,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,1,0,0,1,2,0,,
8988,"Clyburn, James",39301,113,2013,SC,6,1,1992,0,94,0,0,7,0,0,1,0,8836,0,0,0,0,0,0,1,1,1,0,11,210,204,100,"CLYBURN, James Enos",C000537,1940,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,1,0,,
8989,"Coble, Howard",15092,113,2013,NC,6,0,1984,0,61,1,0,13,0,1,0,0,3721,0,0,1,0,1,0,0,0,0,0,15,240,34,200,"COBLE, Howard",C000556,1931,2015,0,0,0,0,0,5,3,2,1,1,1,0,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,3,2,2,2,3,1,,
8990,"Coffman, Mike",20906,113,2013,CO,6,0,2008,0,49,0,0,7,0,1,0,0,2401,0,0,1,0,1,0,0,0,0,0,3,240,11,200,"COFFMAN, Mike",C001077,1955,,0,0,0,0,0,18,6,5,4,2,1,0,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,19,5,6,6,3,1,3,3,1,,
8991,"Cohen, Steve",20748,113,2013,TN,9,1,2006,0,75,0,0,9,0,0,0,0,5625,0,0,1,0,0,0,0,1,1,0,4,210,73,100,"COHEN, Stephen",C001068,1949,,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,0,0,1,2,1,,
8992,"Cole, Tom",20344,113,2013,OK,4,0,2002,0,68,0,0,5,0,0,0,0,4624,1,0,1,0,1,0,0,0,0,0,6,240,103,200,"COLE, Tom",C001053,1949,,0,0,0,0,0,9,2,2,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,10,1,3,3,0,1,1,2,3,,
8993,"Collins, Doug",21323,113,2013,GA,9,0,2012,0,76,1,0,14,0,0,0,0,5776,0,0,1,0,1,0,0,0,0,1,1,240,144,200,"COLLINS, Doug",C001093,1966,,0,0,0,0,0,13,2,2,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,13,1,2,2,0,1,1,2,,,
8994,"Collins, Chris",21345,113,2013,NY,27,0,2012,0,51,0,0,27,0,1,0,0,2601,0,0,0,0,1,0,0,0,0,1,1,240,171,200,"COLLINS, Chris",C001092,1950,,1,1,1,1,1,6,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,2,1,1,0,1,,,
8995,"Conaway, K.",20531,113,2013,TX,11,0,2004,0,79,1,0,36,0,1,0,0,6241,0,1,0,0,1,0,0,0,0,0,5,240,199,200,"CONAWAY, K. Michael",C001062,1948,,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,0,3,0,1,0,,
8996,"Connolly, Gerald",20952,113,2013,VA,11,1,2008,0,61,0,0,11,0,0,0,0,3721,0,0,0,0,0,0,0,1,1,0,3,210,54,100,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,1,1,1,1,1,24,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,25,1,2,2,1,0,2,3,0,,
8997,"Conyers, John",10713,113,2013,MI,13,1,1964,0,82,-1,-1,14,0,0,1,0,6724,0,0,0,0,0,0,0,1,1,0,25,210,78,100,"CONYERS, John, Jr.",C000714,1929,,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,0,1,0,1,3,,
8998,"Cook, Paul",21305,113,2013,CA,8,0,2012,0,58,0,0,53,0,0,0,0,3364,0,0,1,1,1,0,0,0,0,1,1,240,118,200,"COOK, Paul",C001094,1943,,1,1,1,1,1,12,4,2,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,13,2,5,3,1,1,1,2,,,
8999,"Cooper, Jim",15019,113,2013,TN,5,1,2002,0,65,0,0,9,0,0,0,0,4225,0,0,0,0,0,0,0,0,1,0,6,210,182,100,"COOPER, James Hayes Shofner",C000754,1954,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,1,0,1,0,,
9000,"Costa, Jim",20501,113,2013,CA,16,1,2004,0,57,0,0,53,0,0,0,1,3249,0,0,1,1,0,0,0,0,1,0,5,210,130,100,"COSTA, Jim",C001059,1952,,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,0,0,0,0,1,0,,
9001,"Cotton, Tom",21301,113,2013,AR,4,0,2012,0,60,1,0,4,0,0,0,0,3600,0,0,0,0,1,0,0,0,0,1,1,240,211,200,"COTTON, Tom",C001095,1977,,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,1,0,1,,,
9002,"Courtney, Joe",20706,113,2013,CT,2,1,2006,0,68,0,0,5,0,0,0,0,4624,0,0,1,0,0,0,0,1,1,0,4,210,172,100,"COURTNEY, Joe",C001069,1953,,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,1,0,,
9003,"Cramer, Kevin",21350,113,2013,ND,1,0,2012,0,55,0,0,1,0,0,0,0,3025,0,0,0,0,1,0,0,0,0,1,1,240,110,200,"CRAMER, Kevin",C001096,1961,,0,0,0,0,0,4,3,2,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,1,1,1,2,,,
9004,"Crawford, Eric",21106,113,2013,AR,1,0,2010,0,56,0,0,4,0,1,0,0,3136,0,0,0,0,1,0,0,0,0,0,2,240,114,200,"CRAWFORD, Rick",C001087,1966,,1,0,0,0,0,16,4,2,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,17,2,4,2,0,1,1,2,1,,
9005,"Crenshaw, Ander",20111,113,2013,FL,4,0,2000,0,76,0,0,27,0,1,0,0,5776,1,0,1,0,1,0,0,0,0,0,7,240,61,200,"CRENSHAW, Ander",C001045,1944,,0,0,0,0,0,2,0,0,0,0,3,3,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,3,0,2,1,2,1,,
9006,"Crowley, Joseph",29925,113,2013,NY,14,1,1998,0,83,0,0,27,0,0,0,0,6889,1,0,1,1,0,0,1,1,1,0,8,210,138,100,"CROWLEY, Joseph",C001038,1962,,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,1,0,1,0,,
9007,"Cuellar, Henry",20533,113,2013,TX,28,1,2004,0,68,0,1,36,0,0,0,1,4624,1,0,1,0,0,0,0,0,1,0,5,210,96,100,"CUELLAR, Henry",C001063,1955,,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,0,0,1,2,2,,
9008,"Culberson, John",20139,113,2013,TX,7,0,2000,0,61,1,0,36,0,1,0,0,3721,1,0,1,0,1,0,0,0,0,0,7,240,84,200,"CULBERSON, John",C001048,1956,,0,0,0,0,0,7,0,0,0,0,2,2,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,2,0,2,1,2,3,,
9009,"Cummings, Elijah",29587,113,2013,MD,7,1,1996,0,77,0,0,8,0,0,1,0,5929,0,0,1,0,0,0,0,1,1,0,9,210,5,100,"CUMMINGS, Elijah Eugene",C000984,1951,,0,0,0,0,0,15,4,3,2,2,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,16,2,4,3,2,1,4,3,0,,
9010,"Daines, Steve",21338,113,2013,MT,1,0,2012,0,53,1,0,1,0,0,0,0,2809,0,0,0,0,1,0,0,0,0,1,1,240,49,200,"DAINES, Steve",D000618,1962,,1,0,0,0,0,21,8,6,3,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,22,3,8,6,0,1,2,3,,,
9011,"Davis, Danny",29717,113,2013,IL,7,1,1996,0,85,0,0,18,0,0,1,0,7225,1,0,0,0,0,0,0,1,1,0,9,210,181,100,"DAVIS, Danny K.",D000096,1941,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,1,0,1,0,,
9012,"Davis, Rodney",21328,113,2013,IL,13,0,2012,0,47,0,0,18,0,0,0,0,2209,0,0,0,0,1,0,0,0,0,1,1,240,145,200,"DAVIS, Rodney",D000619,1970,,3,1,2,2,2,11,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,14,3,1,3,2,1,1,2,,,
9013,"Davis, Susan",20108,113,2013,CA,53,1,2000,1,60,0,0,53,0,0,0,0,3600,0,0,1,1,0,0,0,1,1,0,7,210,104,100,"DAVIS, Susan A.",D000598,1944,,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,1,1,2,0,,
9014,"DeFazio, Peter",15410,113,2013,OR,4,1,1986,0,59,0,0,5,0,0,0,0,3481,0,0,0,0,0,0,0,1,1,0,14,210,38,100,"DeFAZIO, Peter Anthony",D000191,1947,,0,0,0,0,0,26,3,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,26,1,3,1,0,1,1,2,1,,
9015,"DeGette, Diana",29710,113,2013,CO,1,1,1996,1,68,0,0,7,0,0,0,0,4624,0,0,1,0,0,0,1,1,1,0,9,210,150,100,"DeGETTE, Diana",D000197,1957,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,1,0,1,0,,
9016,"DeLauro, Rosa",29109,113,2013,CT,3,1,1990,1,75,0,0,5,0,0,0,0,5625,1,0,0,0,0,0,1,1,1,0,12,210,71,100,"DeLAURO, Rosa L.",D000216,1943,,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,0,1,1,2,0,,
9017,"DeSantis, Ron",21318,113,2013,FL,6,0,2012,0,57,1,0,27,0,0,0,0,3249,0,0,0,0,1,0,0,0,0,1,1,240,109,200,"DeSANTIS, Ron",D000621,1978,,0,0,0,0,0,8,2,2,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,3,0,1,1,2,,,
9018,"DelBene, Suzan",31101,113,2013,WA,1,1,2012,1,54,0,0,10,0,0,0,0,2916,0,0,0,0,0,0,0,1,1,1,1,210,70,100,"DelBENE, Suzan K.",D000617,1962,,0,0,0,0,0,11,2,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,11,0,2,2,0,0,1,2,,,
9019,"Delaney, John",21334,113,2013,MD,6,1,2012,0,59,0,0,8,0,0,0,0,3481,0,0,0,0,0,0,0,1,1,1,1,210,82,100,"DELANEY, John",D000620,1963,,0,0,0,0,0,7,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,0,0,1,2,,,
9020,"Denham, Jeff",21109,113,2013,CA,10,0,2010,0,54,0,0,53,0,1,0,0,2916,0,0,1,1,1,0,0,0,0,0,2,240,47,200,"DENHAM, Jeff",D000612,1967,,0,0,0,0,0,15,3,3,3,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,15,3,3,3,2,1,2,3,3,,
9021,"Dent, Charles",20526,113,2013,PA,15,0,2004,0,57,0,0,18,0,0,0,0,3249,1,0,1,0,1,0,0,0,0,0,5,240,202,200,"DENT, Charles W.",D000604,1960,,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,0,0,1,0,1,1,,
9022,"DesJarlais, Scott",21179,113,2013,TN,4,0,2010,0,56,1,0,9,0,0,0,0,3136,0,0,0,0,1,0,0,0,0,0,2,240,229,200,"DESJARLAIS, Scott",D000616,1964,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,1,0,1,0,,
9023,"Deutch, Theodore",20959,113,2013,FL,21,1,2010,0,78,0,0,27,0,0,0,0,6084,0,0,1,0,0,0,0,1,1,0,2,210,10,100,"DEUTCH, Theodore E. (Ted)",D000610,1966,,0,0,0,0,0,13,0,0,0,0,1,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,14,1,0,1,1,0,4,3,0,,
9024,"Diaz-Balart, Mario",20316,113,2013,FL,25,0,2002,0,76,0,0,27,0,0,0,1,5776,1,0,1,0,1,0,0,0,0,0,6,240,234,200,"DIAZ-BALART, Mario",D000600,1961,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,1,0,,
9025,"Dingell, John",2605,113,2013,MI,12,1,1955,0,69,0,0,14,0,0,0,0,4761,0,0,0,0,0,0,0,1,1,0,30,210,203,100,"DINGELL, John David, Jr.",D000355,1926,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,1,0,,
